2,10,0.069000
3,1,0.024000
2,10,0.025000
3,1,0.022000
2,10,0.026000
3,1,0.039000
2,10,0.035000
3,1,0.016000
2,10,0.019000
3,1,0.013000
2,10,0.019000
3,1,0.020000
2,10,0.019000
2,10,0.241000
3,1,0.038000
2,10,0.050000
2,10,0.018000
2,10,0.016000
3,1,0.114000
2,10,0.029000
2,10,0.043000
2,10,0.016000
2,10,0.014000
2,10,0.015000
3,1,0.018000
2,10,0.016000
2,10,0.016000
2,10,0.014000
2,10,0.014000
2,10,0.014000
3,1,0.018000
2,10,0.016000
2,10,0.016000
2,10,0.013000
2,10,0.014000
2,10,0.016000
3,1,0.017000
2,10,0.016000
2,10,0.014000
2,10,0.013000
2,10,0.033000
2,10,0.031000
3,1,0.027000
3,1,0.044000
2,10,0.031000
2,10,0.032000
2,10,0.026000
2,10,0.027000
2,10,0.033000
3,1,0.041000
2,10,0.024000
2,10,0.021000
2,10,0.020000
2,10,0.017000
2,10,0.017000
2,10,0.018000
3,1,0.019000
2,10,0.019000
2,10,0.019000
2,10,0.019000
3,1,0.018000
2,10,0.019000
2,10,0.017000
2,10,0.022000
3,1,0.040000
2,10,0.030000
2,10,0.083000
2,10,0.020000
3,1,0.016000
2,10,0.017000
2,10,0.016000
2,10,0.020000
3,1,0.023000
2,10,0.017000
2,10,0.039000
2,10,0.031000
3,1,0.022000
2,10,0.047000
2,10,0.033000
2,10,0.021000
2,10,0.019000
2,10,0.022000
2,10,0.299000
2,10,0.050000
2,10,0.031000
2,10,0.025000
2,10,0.024000
2,10,0.048000
2,10,0.019000
2,10,0.029000
2,10,0.068000
2,10,0.032000
2,10,0.019000
2,10,0.019000
2,10,0.017000
2,10,0.016000
2,10,0.018000
2,10,0.015000
2,10,0.017000
2,10,0.084000
2,10,0.020000
2,10,0.895000
2,10,0.036000
2,15,0.231000
2,15,0.098000
2,15,0.078000
2,15,0.132000
2,15,0.025000
2,15,0.131000
2,15,0.241000
2,15,0.115000
2,15,0.198000
2,15,0.091000
2,15,0.037000
2,15,0.299000
2,15,0.038000
2,15,0.023000
2,14,0.022000
9,2,0.247000
9,6,0.095000
9,1,0.063000
9,1,0.030000
9,1,0.028000
3,1,0.040000
2,10,0.033000
3,1,0.017000
2,10,0.021000
3,1,0.016000
2,10,0.020000
3,1,0.014000
2,10,0.020000
3,1,0.016000
2,10,0.020000
3,1,0.015000
2,10,0.019000
3,1,0.016000
2,10,0.017000
3,1,0.015000
2,10,0.060000
2,10,0.020000
2,10,0.015000
2,10,0.024000
2,10,0.036000
2,10,0.016000
2,10,0.016000
2,10,0.070000
2,10,0.022000
2,10,0.014000
2,10,0.019000
2,10,0.012000
2,10,0.013000
2,10,0.012000
2,10,0.014000
2,10,0.015000
2,10,0.013000
2,10,0.014000
2,10,0.014000
2,10,0.013000
2,10,0.012000
2,10,0.013000
2,10,0.014000
2,10,0.014000
2,10,0.014000
2,10,0.012000
2,10,0.013000
2,10,0.014000
2,10,0.014000
2,10,0.014000
2,12,0.052000
2,12,0.026000
3,1,0.035000
2,10,0.017000
2,10,0.032000
3,1,0.023000
2,10,0.019000
2,10,0.018000
3,1,0.015000
2,10,0.014000
2,10,0.016000
3,1,0.017000
2,10,0.016000
2,10,0.013000
2,7,0.020000
3,1,0.029000
2,10,0.022000
2,10,0.020000
3,1,0.019000
2,10,0.041000
2,10,0.031000
3,1,0.029000
2,10,0.015000
2,10,0.027000
3,1,0.023000
2,10,0.015000
2,10,0.014000
2,10,0.040000
2,10,0.041000
2,10,0.019000
2,10,0.016000
2,10,0.019000
2,10,0.018000
2,15,0.072000
10,1,0.040000
1,11,0.052000
2,15,0.480000
9,7,0.021000
9,7,0.028000
3,3,0.101000
9,8,0.017000
9,8,0.014000
17,1,0.064000
2,15,0.050000
9,7,0.034000
9,6,0.050000
9,6,0.053000
9,6,0.081000
10,1,0.089000
6,1,1.085000
9,6,0.058000
9,6,0.059000
9,6,0.054000
1,9,2.271000
9,8,0.018000
9,8,0.016000
2,12,0.070000
2,15,0.203000
6,1,0.028000
6,1,0.034000
6,1,0.017000
6,1,0.020000
6,1,0.019000
6,1,0.027000
6,1,0.021000
6,1,0.055000
6,1,0.025000
6,1,0.024000
6,1,0.027000
6,1,0.039000
6,1,0.026000
6,1,0.020000
6,1,0.019000
6,1,0.024000
6,1,0.020000
6,1,0.018000
6,1,0.018000
6,1,0.020000
6,1,0.017000
6,1,0.019000
6,1,0.017000
6,1,0.017000
6,1,0.017000
6,1,0.019000
6,1,0.018000
6,1,0.018000
6,1,0.017000
6,1,0.017000
6,1,0.018000
6,1,0.017000
6,1,0.019000
6,1,0.025000
6,1,0.037000
6,1,0.041000
6,1,0.018000
6,1,0.017000
6,1,0.017000
15,1,0.385000
11,3,0.039000
3,1,0.035000
2,12,0.032000
2,15,0.053000
6,1,0.055000
6,1,0.026000
6,1,0.035000
6,1,0.030000
2,7,0.033000
11,3,0.042000
2,12,0.044000
2,15,0.048000
6,1,0.031000
6,1,0.030000
6,1,0.026000
11,3,0.060000
2,12,0.021000
2,15,0.038000
6,1,0.019000
6,1,0.019000
6,1,0.024000
2,7,0.022000
11,3,0.034000
2,12,0.024000
2,15,0.038000
6,1,0.019000
6,1,0.019000
6,1,0.018000
6,1,0.018000
2,7,0.019000
11,3,0.032000
2,12,0.022000
2,15,0.039000
6,1,0.020000
6,1,0.019000
6,1,0.024000
2,7,0.020000
11,3,0.035000
2,12,0.030000
2,15,0.036000
6,1,0.020000
6,1,0.020000
6,1,0.037000
6,1,0.017000
11,3,0.029000
2,12,0.020000
2,15,0.037000
6,1,0.020000
6,1,0.018000
6,1,0.017000
6,1,0.016000
2,7,0.020000
11,3,0.030000
2,12,0.024000
2,15,0.038000
6,1,0.018000
6,1,0.015000
6,1,0.017000
6,1,0.016000
2,7,0.025000
11,3,0.029000
2,12,0.019000
2,15,0.036000
6,1,0.018000
6,1,0.023000
6,1,0.019000
6,1,0.016000
2,7,0.020000
11,3,0.036000
2,12,0.017000
2,15,0.033000
6,1,0.017000
6,1,0.017000
6,1,0.016000
2,7,0.018000
11,3,0.029000
2,12,0.037000
2,15,0.031000
6,1,0.017000
6,1,0.018000
6,1,0.023000
11,3,0.028000
2,12,0.017000
2,15,0.032000
6,1,0.017000
6,1,0.017000
6,1,0.014000
2,7,0.017000
11,3,0.027000
2,12,0.018000
2,15,0.034000
6,1,0.017000
6,1,0.017000
6,1,0.019000
6,1,0.016000
2,7,0.018000
11,3,0.028000
2,12,0.020000
2,15,0.033000
6,1,0.018000
6,1,0.019000
6,1,0.035000
2,7,0.023000
11,3,0.030000
2,12,0.018000
2,15,0.035000
6,1,0.020000
6,1,0.035000
6,1,0.017000
6,1,0.016000
2,7,0.017000
11,3,0.029000
11,7,0.053000
11,1,0.034000
11,4,0.062000
11,6,0.101000
6,5,0.045000
6,4,0.026000
11,6,0.159000
16,3,0.543000
9,1,0.026000
2,10,0.048000
6,5,0.234000
6,4,0.036000
6,1,0.177000
6,4,0.037000
6,1,0.035000
6,4,0.143000
16,1,1.103000
9,1,0.042000
9,1,0.054000
9,1,0.028000
9,1,0.032000
3,1,0.021000
2,10,0.022000
2,10,0.018000
2,10,0.015000
2,10,0.029000
2,12,0.039000
2,12,0.025000
2,15,0.254000
10,1,0.030000
10,1,0.024000
2,7,0.029000
2,2,0.031000
9,1,0.026000
2,14,0.199000
9,7,0.025000
9,6,0.134000
9,2,0.275000
1,9,2.194000
9,8,0.014000
2,12,0.045000
2,15,0.060000
6,1,0.030000
6,1,0.033000
6,1,0.023000
6,1,0.022000
2,7,0.027000
11,3,0.100000
2,2,0.031000
2,2,0.023000
2,2,0.026000
2,2,0.036000
2,2,0.026000
2,2,0.023000
2,2,0.021000
2,2,0.021000
2,2,0.033000
2,2,0.026000
2,2,0.054000
2,2,0.024000
2,2,0.031000
2,2,0.031000
2,2,0.029000
2,2,0.027000
2,2,0.025000
11,7,0.075000
11,1,0.033000
11,4,0.037000
11,6,0.102000
11,6,0.126000
16,3,3.498000
16,1,2.037000
9,1,0.047000
9,2,0.161000
10,1,0.036000
9,1,0.481000
9,1,0.036000
9,1,0.025000
9,1,0.024000
9,1,0.033000
9,1,0.022000
9,1,0.025000
9,1,0.050000
9,1,0.028000
9,1,0.036000
9,1,0.024000
9,1,0.020000
9,1,0.056000
9,1,0.031000
9,1,0.021000
3,1,0.273000
2,10,0.028000
3,1,0.025000
2,10,0.018000
3,1,0.021000
2,10,0.167000
3,1,0.045000
2,10,0.023000
3,1,0.027000
2,10,0.027000
3,1,0.025000
2,10,0.020000
3,1,0.020000
2,10,0.017000
3,1,0.017000
3,1,0.020000
2,10,0.030000
3,1,0.025000
2,10,0.023000
3,1,0.126000
2,10,0.067000
3,1,0.148000
2,10,0.407000
3,1,0.043000
3,1,0.017000
2,10,0.021000
3,1,0.015000
2,10,0.018000
3,1,0.015000
2,10,0.018000
2,12,0.028000
2,12,0.032000
2,15,0.134000
2,15,0.169000
2,15,0.070000
2,15,0.041000
2,7,0.035000
3,1,0.040000
2,10,0.037000
3,1,0.028000
2,10,0.017000
3,1,0.015000
2,10,0.016000
3,1,0.015000
2,10,0.013000
3,1,0.038000
2,10,0.026000
3,1,0.025000
2,10,0.021000
3,1,0.017000
2,10,0.015000
3,1,0.016000
2,12,0.041000
2,12,0.022000
2,15,0.374000
2,7,0.018000
3,1,0.023000
2,10,0.019000
3,1,0.015000
2,10,0.018000
3,1,0.024000
2,10,0.024000
3,1,0.023000
2,10,0.020000
3,1,0.015000
2,10,0.016000
3,1,0.016000
2,10,0.017000
3,1,0.017000
2,10,0.580000
3,1,0.029000
3,1,0.033000
2,10,0.032000
3,1,0.216000
2,10,0.033000
3,1,0.031000
2,10,0.025000
3,1,0.019000
3,1,0.015000
2,10,0.025000
2,10,0.036000
2,10,0.029000
2,10,0.032000
2,10,0.030000
2,12,0.018000
2,12,0.018000
2,7,0.030000
2,15,0.191000
2,15,0.135000
2,2,0.023000
3,1,0.139000
2,10,0.030000
3,1,0.019000
2,10,0.147000
3,1,0.045000
2,10,0.021000
3,1,0.016000
2,10,0.016000
3,1,0.016000
2,10,0.414000
3,1,0.047000
2,10,0.018000
3,1,0.015000
2,10,0.018000
3,1,0.015000
3,1,0.037000
2,10,0.069000
2,10,0.017000
3,1,0.016000
2,10,0.018000
2,10,0.014000
3,1,0.015000
2,10,0.017000
2,10,0.013000
3,1,0.014000
2,10,0.019000
2,10,0.013000
3,1,0.014000
2,10,0.020000
2,10,0.013000
3,1,0.015000
2,10,0.018000
2,10,0.014000
3,1,0.015000
2,10,0.018000
2,10,0.012000
3,1,0.014000
3,1,0.019000
2,10,0.016000
2,10,0.013000
3,1,0.021000
2,10,0.055000
2,10,0.059000
2,10,0.016000
2,10,0.015000
2,10,0.016000
2,10,0.016000
2,10,0.017000
2,15,0.478000
2,15,0.181000
2,15,0.069000
2,15,0.223000
2,15,0.313000
2,15,0.191000
3,1,0.039000
2,10,0.026000
3,1,0.016000
2,10,0.019000
3,1,0.016000
2,10,0.018000
3,1,0.016000
2,10,0.018000
3,1,0.016000
2,10,0.018000
3,1,0.016000
2,10,0.017000
3,1,0.015000
2,10,0.018000
3,1,0.014000
3,1,0.066000
3,1,0.085000
2,10,0.028000
2,10,0.018000
3,1,0.017000
2,10,0.020000
2,10,0.829000
3,1,0.054000
2,10,0.037000
2,10,0.030000
3,1,0.067000
2,10,0.029000
2,10,0.058000
3,1,0.036000
3,1,0.031000
2,10,0.029000
2,10,0.029000
2,10,0.024000
3,1,0.016000
2,10,0.016000
2,10,0.155000
2,10,0.041000
3,1,0.054000
2,10,0.020000
2,10,0.018000
2,10,0.016000
3,1,0.016000
2,10,0.015000
2,10,0.016000
3,1,0.015000
2,10,0.016000
3,1,0.015000
2,10,0.037000
3,1,0.020000
2,10,0.034000
2,10,0.144000
2,10,0.028000
2,15,0.066000
2,15,0.166000
2,15,0.074000
2,2,1.222000
14,1,2.113000
4,1,4.160000
9,7,0.034000
13,3,0.076000
3,3,0.116000
10,1,0.050000
9,7,0.037000
9,6,0.256000
9,7,0.030000
9,6,0.064000
9,6,0.072000
9,6,0.352000
9,7,0.021000
9,6,0.059000
9,7,0.044000
9,6,0.084000
9,6,0.042000
9,6,0.051000
9,7,0.030000
9,6,0.075000
9,7,0.055000
9,6,0.045000
9,6,0.072000
9,6,0.076000
9,7,0.017000
9,6,0.037000
9,7,0.021000
9,6,0.049000
9,6,0.088000
9,6,0.086000
9,7,0.022000
9,6,0.076000
9,6,0.103000
9,7,0.017000
9,6,0.058000
9,6,0.062000
9,7,0.025000
9,6,0.059000
9,6,0.063000
1,9,1.590000
11,7,0.117000
11,1,0.056000
11,4,0.063000
11,6,0.072000
9,8,0.022000
9,8,0.013000
9,8,0.014000
9,8,0.017000
9,8,0.015000
9,8,0.012000
9,8,0.014000
9,8,0.016000
9,8,0.012000
9,8,0.013000
9,8,0.014000
9,8,0.015000
11,6,0.159000
16,3,0.717000
16,1,1.548000
9,1,0.034000
9,2,0.197000
10,1,0.050000
9,6,0.074000
10,1,0.041000
9,7,0.024000
9,6,0.056000
9,6,0.054000
4,1,2.470000
9,7,0.024000
13,3,0.049000
3,3,0.069000
10,1,0.048000
9,7,0.018000
9,6,0.059000
9,6,0.046000
9,7,0.024000
9,6,0.050000
9,7,0.021000
9,6,0.041000
9,6,0.035000
9,6,0.034000
9,7,0.022000
9,6,0.039000
9,6,0.036000
9,7,0.025000
9,6,0.038000
9,6,0.035000
9,7,0.022000
9,6,0.029000
9,6,0.036000
9,7,0.020000
9,6,0.035000
9,6,0.038000
9,7,0.017000
9,6,0.030000
9,7,0.021000
9,6,0.034000
9,6,0.032000
9,7,0.018000
9,6,0.031000
9,6,0.045000
9,6,0.032000
1,9,1.459000
9,8,0.031000
9,8,0.018000
9,8,0.127000
9,8,0.070000
9,8,0.018000
9,8,0.019000
9,8,6.620000
9,8,1.604000
9,8,0.022000
9,8,0.036000
9,8,0.029000
9,8,0.014000
11,7,0.146000
11,1,0.049000
11,4,0.079000
11,6,0.066000
11,6,0.175000
16,3,0.781000
16,1,1.279000
9,1,0.036000
9,2,0.238000
10,1,0.042000
9,7,0.018000
9,6,0.117000
9,6,0.062000
9,7,0.018000
9,6,0.104000
9,6,0.026000
9,7,0.013000
9,6,0.036000
9,6,0.036000
9,7,0.024000
9,6,0.042000
9,6,0.039000
9,7,0.025000
9,6,0.052000
9,6,0.026000
9,7,0.013000
9,6,0.030000
9,6,0.040000
9,7,0.016000
9,6,0.065000
9,6,0.060000
9,7,0.015000
9,6,0.073000
9,6,0.036000
9,7,0.016000
9,6,0.146000
9,6,0.053000
9,7,0.017000
9,6,0.066000
9,6,0.065000
4,1,3.272000
9,7,0.017000
13,3,0.045000
3,3,0.062000
10,1,0.064000
9,7,0.018000
9,6,0.046000
9,6,0.131000
1,9,1.705000
9,8,0.019000
9,8,0.015000
9,8,0.013000
9,8,0.019000
9,8,0.016000
9,8,0.021000
9,8,0.015000
9,8,0.019000
9,8,0.015000
9,8,0.047000
9,8,0.016000
9,8,0.152000
11,7,0.191000
11,1,0.047000
11,4,0.041000
11,6,0.058000
11,6,0.202000
16,3,0.364000
16,1,4.321000
9,1,0.047000
9,2,0.265000
10,1,0.103000
9,7,0.032000
9,6,0.094000
9,6,0.046000
10,1,0.029000
9,6,0.034000
4,1,4.185000
9,7,0.028000
13,3,0.618000
3,3,0.115000
10,1,0.058000
9,7,0.015000
9,6,0.060000
9,6,0.047000
9,7,0.015000
9,6,0.050000
9,6,0.043000
9,7,0.014000
9,6,0.047000
9,6,0.041000
9,7,0.014000
9,6,0.070000
9,6,0.059000
9,7,0.016000
9,6,0.039000
9,6,0.047000
9,7,0.061000
9,6,0.065000
9,6,0.054000
9,7,0.016000
9,6,0.040000
9,6,0.058000
9,7,0.017000
9,6,0.065000
9,6,0.064000
9,7,0.051000
9,6,0.065000
9,6,0.070000
9,7,0.037000
9,6,0.062000
9,6,0.044000
1,8,0.492000
1,4,0.221000
11,4,0.122000
11,1,0.068000
9,1,0.056000
3,1,0.047000
2,10,0.051000
2,10,0.034000
2,14,0.038000
2,14,0.269000
9,2,0.077000
11,8,0.213000
11,9,0.043000
11,6,0.521000
11,13,0.155000
11,4,0.127000
11,1,0.824000
9,1,0.053000
3,1,0.062000
2,10,0.025000
2,14,0.031000
9,2,0.036000
11,8,0.134000
11,9,0.028000
11,6,0.164000
11,13,0.095000
2,15,0.229000
2,12,0.031000
2,7,0.030000
6,1,0.121000
2,15,0.091000
2,12,0.018000
6,1,0.026000
2,7,0.440000
11,4,0.139000
11,1,0.074000
9,1,0.043000
3,1,0.021000
2,10,0.018000
2,14,0.052000
9,2,0.026000
11,8,0.095000
11,9,0.071000
9,5,0.577000
11,6,0.162000
11,13,0.062000
2,12,0.019000
2,7,0.018000
6,1,0.055000
6,1,0.031000
2,15,0.151000
2,12,0.030000
6,1,0.091000
2,7,0.029000
2,15,0.109000
2,12,0.020000
6,1,0.019000
2,7,0.019000
6,1,0.018000
2,15,0.031000
2,12,0.015000
6,1,0.040000
2,7,0.020000
11,4,0.063000
11,1,0.033000
9,1,0.025000
9,2,0.028000
11,8,0.045000
11,9,0.023000
11,6,0.070000
11,13,0.040000
11,4,0.040000
11,1,0.052000
9,1,0.027000
3,1,0.040000
2,10,0.019000
2,14,0.079000
9,2,0.025000
11,8,0.109000
11,9,0.028000
11,6,0.148000
11,13,0.071000
2,15,0.942000
2,12,0.072000
2,7,0.020000
2,15,0.082000
2,12,0.017000
6,1,0.021000
2,7,0.018000
2,15,0.077000
2,12,0.056000
6,1,0.025000
2,7,0.042000
6,1,0.031000
6,1,0.038000
6,1,0.021000
2,15,0.091000
2,12,0.023000
6,1,0.049000
2,7,0.024000
2,15,0.449000
2,12,0.034000
6,1,0.030000
2,7,0.032000
2,15,0.128000
2,12,0.023000
6,1,0.026000
2,7,0.025000
11,4,0.059000
11,1,0.177000
9,1,0.033000
9,2,0.030000
11,8,0.089000
11,9,0.029000
11,6,0.026000
11,13,0.031000
1,9,0.036000
1,8,0.231000
1,4,0.103000
11,4,0.078000
11,1,0.068000
9,2,0.054000
11,8,0.147000
11,9,0.043000
11,6,0.119000
11,13,0.102000
11,4,0.057000
11,1,0.099000
9,2,0.037000
11,8,0.076000
11,9,0.030000
11,6,0.098000
11,13,0.123000
11,4,0.065000
11,1,0.041000
9,2,0.054000
11,8,0.086000
11,9,0.048000
9,5,0.159000
11,6,0.128000
11,13,0.077000
11,4,0.073000
11,1,0.032000
9,2,0.032000
11,8,0.042000
11,9,0.071000
11,6,0.032000
11,13,0.045000
11,4,0.049000
11,1,0.041000
9,2,0.081000
11,8,0.098000
11,9,0.039000
11,6,0.133000
11,13,0.064000
11,4,0.051000
11,1,0.050000
9,2,0.054000
11,8,0.052000
11,9,0.163000
11,6,0.040000
11,13,0.041000
1,9,0.036000
1,8,0.414000
1,4,0.116000
11,4,0.061000
11,1,0.040000
9,2,0.069000
11,8,0.077000
11,9,0.029000
11,6,0.112000
11,13,0.055000
11,4,0.060000
11,1,0.034000
9,2,0.035000
11,8,0.072000
11,9,0.031000
11,6,0.077000
11,13,0.103000
11,4,0.044000
11,1,0.032000
9,2,0.043000
11,8,0.062000
11,9,0.036000
9,5,0.090000
11,6,0.185000
11,13,0.064000
11,4,0.040000
11,1,0.030000
9,2,0.029000
11,8,0.043000
11,9,0.041000
11,6,0.050000
11,13,0.040000
11,4,0.038000
11,1,0.064000
9,2,0.043000
11,8,0.140000
11,9,0.072000
11,6,0.385000
11,13,0.093000
11,4,0.065000
11,1,0.052000
9,2,0.077000
11,8,0.043000
11,9,0.067000
11,6,0.025000
11,13,0.031000
1,9,0.018000
1,8,0.087000
1,4,0.047000
11,4,0.047000
11,1,0.037000
9,2,0.028000
11,8,0.091000
11,9,0.043000
11,6,0.160000
11,13,0.111000
11,4,0.077000
11,1,0.036000
9,2,0.034000
11,8,0.070000
11,9,0.042000
11,6,0.097000
11,13,0.052000
11,4,0.040000
11,1,0.049000
9,2,0.079000
11,8,0.203000
11,9,0.049000
9,5,0.173000
11,6,0.192000
11,13,0.080000
11,4,0.054000
11,1,0.107000
9,2,0.036000
11,8,0.040000
11,9,0.025000
11,6,0.027000
11,13,0.029000
11,4,0.050000
11,1,0.031000
9,2,0.029000
11,8,0.066000
11,9,0.024000
11,6,0.124000
11,13,0.094000
11,4,0.125000
11,1,0.057000
9,2,0.055000
11,8,0.059000
11,9,0.036000
11,6,0.034000
11,13,0.037000
1,9,0.034000
1,8,0.092000
1,4,0.095000
11,4,0.103000
11,1,0.045000
9,2,0.036000
11,8,0.124000
11,9,0.029000
11,6,0.132000
11,13,0.077000
11,4,0.071000
11,1,0.056000
9,2,0.043000
11,8,0.223000
11,9,0.097000
11,6,0.263000
11,13,0.065000
11,4,0.044000
11,1,0.034000
9,2,0.038000
11,8,0.083000
11,9,0.037000
9,5,0.276000
11,6,0.522000
11,13,0.193000
11,4,0.047000
11,1,0.050000
9,2,0.048000
11,8,0.068000
11,9,0.098000
11,6,0.088000
11,13,0.071000
11,4,0.059000
11,1,0.036000
9,2,0.061000
11,8,0.287000
11,9,0.071000
11,6,0.556000
11,13,0.071000
11,4,0.043000
11,1,0.032000
9,2,0.027000
11,8,0.035000
11,9,0.022000
11,6,0.023000
11,13,0.043000
1,9,0.018000
1,8,0.126000
1,4,0.114000
11,4,0.231000
11,1,0.117000
9,2,0.169000
11,8,0.519000
11,9,0.043000
11,6,0.088000
11,13,0.116000
11,4,0.065000
11,1,0.115000
9,2,0.039000
11,8,0.104000
11,9,0.042000
11,6,0.101000
11,13,0.056000
11,4,0.099000
11,1,0.072000
9,2,0.041000
11,8,0.206000
11,9,0.053000
9,5,0.520000
11,6,0.148000
11,13,0.055000
11,4,0.039000
11,1,0.028000
9,2,0.030000
11,8,0.072000
11,9,0.202000
11,6,0.054000
11,13,0.054000
11,4,0.051000
11,1,0.031000
9,2,0.873000
11,8,0.101000
11,9,0.057000
11,6,0.181000
11,13,0.096000
11,4,0.072000
11,1,0.037000
9,2,0.035000
11,8,0.055000
11,9,0.033000
11,6,0.052000
11,13,0.073000
1,9,0.029000
1,8,0.096000
1,4,0.079000
11,4,0.052000
11,1,0.042000
9,2,0.030000
11,8,0.197000
11,9,0.063000
11,6,0.111000
11,13,0.046000
11,4,0.083000
11,1,0.036000
9,2,0.028000
11,8,0.060000
11,9,0.025000
11,6,0.067000
11,13,0.044000
11,4,0.039000
11,1,0.028000
9,2,0.033000
11,8,0.064000
11,9,0.036000
9,5,0.101000
11,6,0.123000
11,13,0.054000
11,4,0.046000
11,1,0.029000
9,2,0.055000
11,8,0.057000
11,9,0.028000
11,6,0.043000
11,13,0.034000
11,4,0.078000
11,1,0.058000
9,2,0.040000
11,8,0.097000
11,9,0.027000
11,6,0.131000
11,13,0.100000
11,4,0.045000
11,1,0.036000
9,2,0.029000
11,8,0.039000
11,9,0.036000
11,6,0.024000
11,13,0.437000
1,9,0.018000
1,8,0.067000
1,4,0.043000
11,4,0.068000
11,1,0.029000
9,2,0.048000
11,8,0.100000
11,9,0.047000
11,6,0.090000
11,13,0.100000
11,4,0.052000
11,1,1.601000
9,2,0.046000
11,8,0.074000
11,9,0.027000
11,6,0.069000
11,13,0.043000
11,4,0.042000
11,1,0.028000
9,2,0.032000
11,8,0.086000
11,9,0.036000
9,5,0.105000
11,6,0.099000
11,13,0.053000
11,4,0.041000
11,1,0.027000
9,2,0.037000
11,8,0.066000
11,9,0.034000
11,6,0.024000
11,13,0.030000
11,4,0.043000
11,1,0.029000
9,2,0.032000
11,8,0.067000
11,9,0.023000
11,6,0.106000
11,13,0.044000
11,4,0.046000
11,1,0.039000
9,2,0.052000
11,8,0.073000
11,9,0.033000
11,6,0.035000
11,13,0.039000
1,9,0.017000
1,8,0.083000
1,4,0.046000
11,4,0.065000
11,1,0.032000
9,2,0.031000
11,8,0.104000
11,9,0.044000
11,6,0.088000
11,13,0.039000
11,4,0.035000
11,1,0.033000
9,2,0.025000
11,8,0.045000
11,9,0.026000
11,6,0.057000
11,13,0.038000
11,4,0.030000
11,1,0.026000
9,2,0.021000
11,8,0.043000
11,9,0.029000
9,5,0.091000
11,6,0.087000
11,13,0.040000
11,4,0.026000
11,1,0.022000
9,2,0.020000
11,8,0.033000
11,9,0.040000
11,6,0.027000
11,13,0.029000
11,4,0.051000
11,1,0.026000
9,2,0.026000
11,8,0.053000
11,9,0.026000
11,6,0.110000
11,13,0.044000
11,4,0.032000
11,1,0.027000
9,2,0.020000
11,8,0.027000
11,9,0.024000
11,6,0.021000
11,13,0.024000
1,9,0.020000
1,8,0.060000
1,4,0.059000
11,4,0.034000
11,1,0.031000
9,2,0.024000
11,8,0.052000
11,9,0.022000
11,6,0.082000
11,13,0.039000
11,4,0.025000
11,1,0.023000
9,2,0.021000
11,8,0.035000
11,9,0.021000
11,6,0.051000
11,13,0.036000
11,4,0.027000
